职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
python老师,大专,经验不限,东莞市子睿教育科...,东莞,樟木头镇,天一城,"['爬虫经验', 'PyTorch', 'MySQL', 'Python']","['购买社保', '通讯补贴', '定期体检', '提升培训', '股票期权', '员工旅游', '年终奖', '带薪年假', '交通补助', '节日福利', '全勤奖', '包吃']"
python爬虫开发工程师,学历不限,经验不限,创盟网络科技,东莞,石龙镇,石龙火车站,"['爬虫', 'Charles', 'python', 'Fiddler', 'python爬虫', 'mitmproxy', '爬虫工程师']","['节假日加班费', '定期体检', '生日福利', '员工旅游', '餐补', '住房补贴', '年终奖', '加班补助', '带薪年假', '底薪加提成', '法定节假日三薪', '五险一金', '团建聚餐', '意外险', '零食下午茶', '交通补助', '全勤奖', '企业年金', '节日福利', '夜班补助']"
Python及·ai软件开发工程师,本科,在校/应届,惟动智能,东莞,,,"['Python', 'Numpy', 'Pandas', '机器学习经验', '爬虫经验', '架构设计经验', 'Linux开发/部署经验', '嵌入式软硬件开发基础']",[]
Python工程师--东莞岗,本科,1-3年,北京小蜜蜂数智科技,东莞,东城街道,东宝路,"['Scrapy', 'Elasticsearch', 'Pandas', 'MySQL', 'Selenium', 'Numpy', 'Python']","['五险一金', '加班补助', '节日福利', '带薪年假', '年终奖', '绩效奖金']"
Python,学历不限,经验不限,聪慧,东莞,大朗镇,荔香湿地公园,['网络编程，培训老师'],[]
大厂项目接受无经验Python（offer流程快）,本科,经验不限,某大型互联网云服务公司,东莞,,,"['Django', 'MySQL', 'Redis', 'Tornado', 'Oracle', 'Python', 'Flask']","['工龄奖', '补充医疗保险', '法定节假日三薪', '定期体检', '零食下午茶', '年终奖', '夜班补助', '股票期权', '带薪年假', '节日福利', '五险一金', '绩效奖金', '免费班车', '员工旅游', '节假日加班费']"
Python开发工程师（数据挖掘与算法方向）,本科,3-5年,诺丽科技股份,东莞,万江街道,石美,"['Python', 'Java', 'C++', 'Django', 'Flask', 'Numpy', 'Nginx', 'Kafka', 'MySQL', 'HBase', 'Hadoop', 'Spark', 'Hive']","['项目奖金', '带薪年假', '社保', '年终奖', '五险一金', '包吃', '节日福利', '公众假期']"
【零经验+考研失败】通用软件岗位,本科,经验不限,华为,东莞,大朗镇,松山湖,"['Java', 'C', 'QT', '嵌入式软件经验', '桌面开发经验', 'Linux开发/部署经验', 'Python']","['企业年金', '五险一金', '团建聚餐', '节日福利', '绩效奖金', '夜班补助', '法定节假日三薪', '股票期权', '零食下午茶', '保底工资', '加班补助', '员工旅游', '定期体检', '交通补助', '免费班车', '带薪年假', '补充医疗保险', '年终奖', '意外险', '节假日加班费']"
Python工程师（AI方向）,学历不限,经验不限,东莞市优智软件科技,东莞,大朗镇,松山湖,"['Python', 'PyTorch', 'MySQL', '机器学习经验', '云计算经验', '爬虫经验']",[]
python,学历不限,经验不限,东莞市易速达电子商务,东莞,南城街道,三元里,"['Python', 'Selenium', 'MySQL', 'Redis', '爬虫经验']","['五险一金', '底薪加提成', '住房补贴', '保底工资', '包住', '绩效奖金', '包吃']"
C/C++/Python/Java/Go软件开发,硕士,经验不限,华为技术,东莞,大朗镇,松山湖,"['Golang', 'C++', 'C', '分布式经验', '微服务经验', 'STL', 'Linux开发/部署经验']","['定期体检', '免费班车', '零食下午茶', '年终奖', '补充医疗保险', '五险一金', '加班补助', '节日福利', '员工旅游']"
软件工程师（python),本科,1-3年,神州视觉,东莞,东城街道,火炼树,"['C++', 'PyTorch', 'MySQL', '架构设计经验', 'Python', 'TensorFlow']",[]
算法工程师,本科,1-3年,软通动力,东莞,大朗镇,长盛广场,"['PyTorch', 'MySQL', 'pytorch', 'sklearn', 'Python']","['节日福利', '团建活动', '交通补助', '加班补助', '免费班车', '生日福利', '补充医疗保险', '通讯补贴', '定期体检', '五险一金', '带薪年假', '零食下午茶']"
少儿编程(python/C++)助理讲师/月薪8～12k,本科,1-3年,东莞市常平火星少...,东莞,常平镇,常平站,['c++'],"['餐补', '员工旅游', '有无线网', '绩效奖金', '零食下午茶', '免费工装', '全勤奖', '带薪年假', '生日福利', '工龄奖', '住房补贴', '节日福利', '底薪加提成', '年终奖', '保底工资', '团建聚餐']"
Python工程师,大专,1-3年,俊辰大数据科技,东莞,南城街道,三元里,"['Python', 'Python工程师', '爬虫工程师', '网络爬虫技术', '人工智能', '分布式技术', 'MySQL', '爬取数据']","['五险一金', '年终奖', '零食下午茶']"
Python,学历不限,经验不限,东莞市大朗爱玩文...,东莞,,,"['Java', 'PyTorch', 'MySQL', '其他', 'Python']",[]
Python,硕士,在校/应届,联衡技术,东莞,,,"['PyTorch', 'MySQL', '机器学习经验', '三维模型', '云计算经验', 'Python']",[]
Python,本科,3-5年,广东莞造智能科技,东莞,东城街道,东宝路,"['C++', '团队管理经验', 'PyTorch', 'Pandas', 'MySQL', '运维开发经验', '架构设计经验', 'Linux开发/部署经验', 'Python']",[]
python开发工程师,大专,1-3年,东莞市鸿阁丰信息科技,东莞,东城街道,火炼树,"['Python', 'Django', '其他', 'MySQL', 'Linux开发/部署经验']",[]
Python,学历不限,经验不限,活绿出行,东莞,,,"['后端', '运维开发', 'Python', 'Java', '服务端开发经验', '共享系统开发与二次开发']",[]
测试开发工程师(A96182),大专,5-10年,中科创达软件,东莞,长安镇,滨海湾新区,"['CSharp', 'CPlus', 'Python']",[]
Python,本科,1-3年,某大型通信设备公司,东莞,,,"['后端', 'Python']","['全勤奖', '五险一金', '节日福利', '员工旅游', '零食下午茶', '交通补助', '年终奖', '通讯补贴', '加班补助', '带薪年假', '定期体检', '股票期权', '公司花园小区', '公司上下班车', '免费班车']"
物联网工程师,大专,1年以内,统劲科技,东莞,大岭山镇,大岭山广场,"['Java', 'C++', 'C', '其他', '爬虫经验', 'PyTorch', 'Django', 'MySQL', '云计算经验', '架构设计经验', 'Linux开发/部署经验', '量化交易开发经验', 'Python', 'Flask']",[]
软件开发工程师（Java/C/C++/python/测试）,本科,3-5年,上海华为技术有限公司,东莞,大朗镇,水平广场,"['Java', 'C++', 'C', 'Zookeeper', 'SpringCloud', 'MySQL', 'Spring', 'Oracle']","['团建聚餐', '补充医疗保险', '五险一金', '有无线网', '节日福利', '零食下午茶', '免费班车', '加班补助', '年终奖', '定期体检', '股票期权', '节假日加班费', '意外险', '生日福利', '保底工资', '法定节假日三薪', '绩效奖金', '员工旅游', '带薪年假']"
python开发工程师,本科,经验不限,中科碳菁,东莞,,,"['数据开发', '机器学习/算法工程', 'Python', 'Java', 'MySQL']","['餐补', '全勤奖']"
Python,本科,,华为,东莞,大朗镇,松山湖,"['Python', 'Java', '大模型', '自然语言处理']","['保底工资', '五险一金', '意外险', '企业年金', '带薪年假', '交通补助', '零食下午茶', '补充医疗保险', '年终奖', '加班补助', '节假日加班费', '员工旅游', '团建聚餐', '免费班车', '夜班补助', '定期体检', '法定节假日三薪', '股票期权', '绩效奖金', '节日福利']"
python开发,大专,3-5年,草鸣科技,东莞,虎门镇,大宁,"['Python', 'Django', 'Flask', 'Docker', 'PyTorch', 'TensorFlow', 'MySQL', 'Redis', 'MongoDB', 'PostgreSQL', 'Linux开发/部署经验', '爬虫经验', '机器学习经验', 'AI模型开发']","['股票期权', '员工旅游', '节日福利', '交通补助', '带薪年假', '五险一金', '年终奖']"
Python,大专,1-3年,东莞市亦然科技,东莞,常平镇,天鹅湖,['Python'],"['有无线网', '交通补助', '住房补贴', '补充医疗保险', '全勤奖', '加班补助', '餐补', '五险一金']"
管培生-宏观策略研究员,本科,经验不限,仙津投资,东莞,大朗镇,长盛广场,"['FOF研究', 'python', '宏观策略研究']","['全勤奖', '节日福利', '零食下午茶', '五险一金', '股票期权', '带薪年假', '年终奖', '员工旅游', '定期体检']"
运维工程师（驻场东莞公安局项目）,大专,1-3年,信必优Symbio,东莞,宝安区,沙井,"['网络运维', '系统运维', 'Kubernetes', 'Docker', '运维经验', 'Linux', 'shell', 'python']","['带薪年假', '零食下午茶', '团建聚餐', '节日福利', '定期体检', '五险一金']"
python开发实习生,本科,,东莞市高洋信息科技,东莞,大朗镇,长盛广场,"['Python', 'TensorFlow', 'MySQL', 'Redis', 'Linux开发/部署经验']",[]
Python,本科,1-3年,华为云计算,东莞,大朗镇,松山湖,['后端'],"['夜班补助', '零食下午茶', '意外险', '节日福利', '加班补助', '生日福利', '住房补贴', '员工旅游', '带薪年假', '年终奖', '绩效奖金', '法定节假日三薪', '五险一金', '交通补助', '保底工资', '节假日加班费', '定期体检', '团建聚餐', '补充医疗保险', '免费班车']"
Python,本科,3-5年,东莞领益精密制造科技,东莞,黄江镇,黄江大道,"['Python', 'PyTorch', 'MySQL', '机器学习经验', '爬虫经验']","['带薪年假', '餐补', '包住', '五险一金', '年终奖', '生日福利', '住房补贴', '绩效奖金', '有无线网', '节假日加班费', '股票期权', '宿舍有空调', '通讯补贴', '节日福利', '加班补助']"
程序员,本科,5-10年,广东柚斯,东莞,东城街道,火炼树,"['C++', '架构设计经验', '量化交易开发经验', 'Python']","['五险一金', '底薪加提成', '绩效奖金']"
python软件开发工程师,大专,3-5年,快创科技,东莞,南城街道,汇一城,"['Python', 'PHP', 'Docker', 'PyTorch', 'MySQL', '爬虫经验', '机器学习经验', '微服务经验']","['全勤奖', '带薪年假', '股票期权', '节日福利', '团建聚餐', '员工旅游', '加班补助', '年终奖', '五险一金', '定期体检', '工龄奖', '绩效奖金', '零食下午茶']"
Python,大专,1-3年,慧达工科,东莞,塘厦镇,花园街,"['后端开发', '数据库', 'Python']",[]
python研发主管,大专,3-5年,鸿业监理,东莞,东城街道,石井,"['团队管理经验', '爬虫经验', 'PyTorch', 'MySQL', '架构设计经验', 'Linux开发/部署经验', 'Python']","['员工旅游', '年终奖', '春节休十五天', '包食宿', '加班补助', '项目绩效奖金', '通讯补贴', '购买五险', '节日福利', '交通补助']"
C++、Python编程语言开发,本科,3-5年,东莞市伟滕实业有...,东莞,长安镇,振安路,"['C#', 'Java', 'C++', '视觉软件开发', '贴标机视觉软件开发', '嵌入式软件经验', 'HALCO', '上位机开发经验', 'C#、C++、P', 'OpenCV', 'JavaScript', 'Linux开发/部署经验', 'Python']","['保底工资', '加班补助', '通讯补贴', '餐补', '宿舍有空调', '包吃', '包住']"
python工程师,大专,1-3年,杰誉,东莞,南城街道,三元里,"['Python', 'Django', 'Flask', 'Docker', 'Nginx', 'MySQL', 'Oracle', 'PostgreSQL']","['员工旅游', '全勤奖', '工龄奖', '年终奖', '带薪年假', '零食下午茶', '团建聚餐', '五险一金', '意外险', '节日福利']"
Java/C/Python/测试/运维,本科,经验不限,华为,东莞,大朗镇,水平广场,"['Java', 'C++', '不接受居家办公', 'C', '分布式经验', '微服务经验', 'SpringCloud', 'MySQL', '云计算经验', 'SQL Server', 'Spark', 'Spring']","['交通补助', '加班补助', '意外险', '补充医疗保险', '绩效奖金', '团建聚餐', '企业年金', '零食下午茶', '带薪年假', '法定节假日三薪', '免费班车', '节假日加班费', '员工旅游', '股票期权', '年终奖', '夜班补助', '定期体检', '五险一金', '保底工资', '节日福利']"
深度学习工程师,本科,1-3年,泉准,东莞,南城街道,城市风景街,"['C/C++', 'yolo', 'python', 'cpp', '机器学习', '图像算法', '算法工程化经验', 'Python']","['五险', '团建聚餐', '生日福利', '员工旅游', '零食下午茶', '带薪年假', '年终奖', '通讯补贴', '工龄奖', '全勤奖']"
初级python开发工程师,本科,1-3年,某500强上市公司,东莞,,,['Python'],"['保底工资', '企业年金', '节日福利', '交通补助', '意外险', '夜班补助', '带薪年假', '节假日加班费', '法定节假日三薪', '免费班车', '绩效奖金', '员工旅游', '股票期权', '加班补助', '定期体检', '补充医疗保险', '五险一金', '团建聚餐', '年终奖', '零食下午茶']"
Python老师,本科,1-3年,凌凌兔编程培训,东莞,,,"['Python', 'C++', 'Python工程师', 'Java', '深度学习算法', '计算机软件', '人工智能']","['零食下午茶', '餐补', '员工旅游', '五险一金']"
Python,本科,3-5年,潮汐科技,东莞,长安镇,振安路,"['网络爬虫技术', '数据结构', '网络编程']",[]
Python老师（长安镇）,大专,1-3年,汇学汇玩,东莞,长安镇,松岗,"['JR', 'Scratch', 'Python', 'C++']","['生日福利', '五险一金', '团建聚餐', '保底工资', '绩效奖金', '免费工装', '有无线网', '全勤奖', '节日福利', '底薪加提成', '工龄奖']"
高级python爬虫工程师,学历不限,经验不限,在想,东莞,南城街道,白马,['爬虫'],[]
编程工程师,本科,1年以内,东莞市通百企业管理,东莞,常平镇,天鹅湖,"['Golang', 'Scrapy', 'C++', 'Django', '可兼职', 'Linux开发/部署经验', 'Flask']",[]
python工程师,大专,1-3年,智擎信息,东莞,莞城街道,雍华庭,"['数据开发', '机器学习/算法工程', '运维开发', 'Python', 'TensorFlow', 'MySQL', '计算机相关专业', '数学/统计相关专业', '机器学习工程经验']",[]
python全栈工程师,大专,3-5年,易深智能,东莞,东城街道,火炼树,"['fastapi', 'python', 'Django', 'PostgreSQL', 'MySQL', 'Redis', '架构设计经验', 'Python']","['五险一金', '年终奖', '带薪年假']"
Python,本科,1-3年,恒翼能科技,东莞,寮步镇,凫山,"['Python', 'Numpy', 'Docker', 'Pandas', 'Nginx', 'TensorFlow', 'Oracle', 'Redis', 'MySQL', 'MongoDB', '机器学习经验', '云计算经验', '爬虫经验', 'Linux开发/部署经验', '分布式经验', '大模型']","['生日福利', '有无线网', '宿舍有空调', '带薪年假', '五险一金']"
RPA专员月休6天包吃,大专,1-3年,森昌工艺,东莞,,,"['Django', 'MySQL', '云计算经验', 'Python']","['保底工资', '包住', '带薪年假', '生日福利', '宿舍有空调', '零食下午茶', '员工旅游', '住房补贴', '节日福利', '底薪加提成', '全勤奖', '包吃', '五险一金', '绩效奖金']"
python 工程师,大专,3-5年,九华网络,东莞,南城街道,南城,"['Python', '容器技术', '服务器配置', 'Linux', 'Redis', 'PostgreSQL', 'Flask', 'Tornado']",[]
中级python开发工程师,本科,经验不限,某大型互联网+人力资源服务上市公司,东莞,,,"['Python', 'Docker', 'MySQL']","['节日福利', '零食下午茶', '带薪年假', '通讯补贴', '交通补助', '年终奖', '五险一金', '定期体检', '员工旅游', '补充医疗保险', '住房补贴']"
C++少儿编程老师,本科,1-3年,元码创客,东莞,南城街道,城市风景街,"['编程', 'c++', '信奥赛', 'python']","['零食下午茶', '社会保险']"
python高级开发工程师,本科,1-3年,姿韵商贸有限公司,东莞,南城街道,城市风景街,"['Python', 'MySQL', 'Redis', 'Oracle', '团队管理经验', '架构设计经验', 'Linux开发/部署经验']",[]
python讲师,本科,经验不限,独热编码,东莞,大朗镇,松山湖,"['Python', 'PyTorch', 'Docker', 'Pandas', 'Numpy']",[]
软件开发工程师（待遇好）,本科,3-5年,广育鑫澄,东莞,大朗镇,松山湖,"['Java', 'C', 'C++', 'Python', 'C#', 'Spring', 'SpringCloud', 'MySQL']","['补充医疗保险', '意外险', '五险一金', '带薪年假']"
Java/python/前端开发/软件测试/C/C++,本科,1-3年,某大型计算机软件公司,东莞,,,[],"['团建聚餐', '绩效奖金', '年终奖', '股票期权', '带薪年假', '加班补助', '定期体检', '节日福利', '补充医疗保险', '员工旅游', '保底工资', '免费班车', '夜班补助', '企业年金', '五险一金', '意外险', '节假日加班费', '交通补助', '法定节假日三薪', '零食下午茶']"
少儿编程老师,本科,经验不限,东莞市小东码教育科技,东莞,东城街道,主山,"['python', 'C++', '小班教学（3-25人）', '培训机构', '人工智能类', '线下教育', '教育培训', '线下授课', '接受实习/在校生投递', '乐器类', '教育学专业背景', '大型教育机构经验', '坐班', '中学生', '教研', '编程', '学前儿童/小学生', '普通话发音标准', '特长兴趣类']","['绩效奖金', '团建聚餐', '底薪加提成', '零食下午茶']"
南城双休-Scratch机器人Python少儿编程老师,本科,经验不限,汇学汇玩少儿编程中心,东莞,南城街道,西平,"['Python', '机器人', '少儿编程', 'Scratch', '双休', '单片机', '南城', 'Arduino']","['团建聚餐', '住房补贴', '工龄奖', '底薪加提成', '带薪年假', '生日福利', '全勤奖']"
Java开发工程师（五险一金+周末双休）,本科,1-3年,广东能博文大数据服务,东莞,东城街道,东城万达广场,"['架构师', '计算机软件']","['五险一金', '通讯补贴', '带薪年假']"
少儿编程讲师,大专,经验不限,超级编程兔,东莞,黄江镇,黄江天虹,"['python', '乐高', 'C++', '教师', 'ev3', '讲师', '编程']","['员工旅游', '带薪年假', '五险一金', '节日福利', '零食下午茶']"
python,本科,1-3年,猛嘉建设,东莞,南城街道,城市风景街,"['Python', 'Pandas', 'MySQL']",[]
c++（五险一金）,大专,3-5年,易宝软件,东莞,大朗镇,水平广场,"['C++', 'Python', '音视频经验']","['夜班补助', '企业年金', '带薪年假', '六险一金', '员工旅游', '工龄奖', '餐补', '零食下午茶', '通讯补贴', '法定节假日三薪', '五险一金', '绩效奖金', '交通补助', '加班补助', '补充医疗保险', '节日福利', '双休', '年终奖', '节假日加班费', '定期体检']"
资深python工程师,本科,1-3年,力金强机电,东莞,塘厦镇,观澜湖,"['数据开发', '机器学习/算法工程', '运维开发', 'Python', 'Django', 'PyTorch', '数学/统计相关专业', '服务端开发经验', '机器学习工程经验', '有头脑，能思考']","['补充医疗保险', '年终奖', '加班补助']"
python高级开发工程师,大专,3-5年,品销易,东莞,南城街道,三元里,"['Python', 'Docker', 'Nginx', 'MySQL', '架构设计经验', 'Linux开发/部署经验', '分布式经验', '运维开发经验']","['年终奖', '底薪加提成', '绩效奖金', '保底工资']"
Python,本科,1-3年,华韵灯饰,东莞,石碣镇,沙庄,"['GIT', 'Linux', 'Django', 'MySQL', '分布式技术', '计算机相关专业', '后端', '数据结构', 'Python']",[]
大数据讲师（Python方向）,本科,3-5年,融勤教育,东莞,樟木头镇,观音山公园,"['Python', 'Django', 'Flask', 'Spark', 'Hadoop', 'Hive']","['年终奖', '带薪年假', '住房补贴', '定期体检', '节日福利', '保底工资', '底薪加提成', '生日福利', '宿舍有空调', '五险一金', '绩效奖金', '员工旅游']"
AI应用开发工程师,本科,3-5年,盘古信息,东莞,南城街道,南城,"['Java', '不接受居家办公', 'MySQL', '架构设计经验', 'Spring', 'Python']","['年终奖', '团建聚餐', '带薪年假', '补充医疗保险', '工龄奖', '加班补助', '股票期权', '定期体检', '节假日加班费', '节日福利', '绩效奖金', '五险一金']"
前后端开发/测试/大数据（业务方向广）,本科,经验不限,杭州华为云计算,东莞,大朗镇,水平广场,"['Golang', 'Java', 'C++', 'C', 'SpringCloud', 'MySQL', '各岗位都有HC', 'Dubbo', 'Spring', 'Oracle', 'Python']","['零食下午茶', '有无线网', '生日福利', '节日福利', '法定节假日三薪', '年终奖', '意外险', '五险一金', '节假日加班费', '股票期权', '绩效奖金', '夜班补助', '定期体检', '加班补助', '补充医疗保险']"
后端研发⼯程师（Python / Golang ⽅向）,本科,3-5年,广东网安科技有限公司,东莞,南城街道,南城,"['Golang', 'MySQL', '云计算经验', 'Python']","['定期体检', '保底工资', '工龄奖', '生日福利', '补充医疗保险', '股票期权', '员工旅游', '企业年金', '团建聚餐', '带薪年假', '年终奖', '有无线网', '五险一金', '零食下午茶', '节日福利', '意外险', '餐补', '绩效奖金']"
Python影刀RPA开发专员,本科,1-3年,湖北富人滋生物科技,东莞,厚街镇,家具大道,"['架构设计经验', 'Python']",[]
Python开发工程师,大专,3-5年,柳道,东莞,长安镇,沙井,"['Linux', 'Redis', 'PostgreSQL', 'MySQL', 'Django', 'Flask']","['住房补贴', '五险一金', '加班补助', '通讯补贴', '员工旅游', '节日福利', '带薪年假', '包吃', '定期体检']"
软件工程师（全栈偏后端）,高中,1-3年,捷用电子,东莞,,,"['Python', 'PHP', 'C#', 'PostgreSQL']","['包吃', '工龄奖', '宿舍有空调', '节日福利', '带薪年假', '免费工装', '包住', '住房补贴', '年终奖', '员工旅游', '团建聚餐']"
python工程师,本科,1-3年,兆恒智能,东莞,横沥镇,康乐路,"['Scrapy', '爬虫经验', 'Pandas', 'MySQL', 'Hadoop', 'Spark', 'Numpy', 'Python']","['全勤奖', '年终奖', '生日福利', '节假日加班费', '绩效奖金', '宿舍有空调', '包住', '包吃']"
Python工程师,大专,1-3年,俊辰科技,东莞,南城街道,三元里,"['网络爬虫技术', '分布式技术', '架构师', 'MySQL', 'Python', '人工智能', '爬去数据', '爬虫工程师']",[]
python开发工程师深圳/东莞 人工智能方向,本科,3-5年,博金时代,东莞,,,"['Python', 'Django', 'Flask', 'Tornado', 'Docker', 'Kubernetes', 'MySQL', 'MongoDB', 'Spark', '架构设计经验', '爬虫经验', '运维开发经验', 'Linux开发/部署经验', '机器学习经验']","['底薪加提成', '交通补助', '带薪年假', '通讯补贴', '团建聚餐', '零食下午茶', '有无线网', '保底工资', '企业年金', '五险一金', '节日福利', '绩效奖金']"
COZE工作流兼职,大专,经验不限,广东小广家文旅产...,东莞,南城街道,水濂山,"['Python', 'MySQL']","['企业年金', '零食下午茶', '底薪加提成', '有无线网', '免费工装', '意外险', '团建聚餐', '工龄奖', '五险一金', '生日福利', '餐补', '节日福利', '股票期权']"
rpa开发工程师,本科,1-3年,米朵朵饰品,东莞,长安镇,咸西,"['其他', '架构设计经验', 'Python']","['有无线网', '全勤奖', '餐补', '五险一金', '绩效奖金', '包吃', '住房补贴', '保底工资']"
AI开发工程师,本科,3-5年,高伟光学电子,东莞,,,"['AI算法经验', 'MySQL', 'AI大模型', 'Oracle', 'Python', 'TensorFlow']","['节日福利', '包住', '定期体检', '年终奖', '包吃', '夜班补助', '生日福利', '五险一金', '免费班车', '包住', '加班补助', '节假日加班费', '带薪年假', '有无线网', '法定节假日三薪', '宿舍有空调']"
AI应用工程师（香港）,本科,1-3年,广东伟一工业科技,东莞,长安镇,长安镇区,"['Django', 'MySQL', 'AI本地化部署', 'Deepseek', 'Python']","['节日福利', '补充医疗保险', '生日福利', '年终奖', '股票期权', '五险一金', '底薪加提成', '免费工装', '团建聚餐']"
影刀RPA，Python开发工程师,大专,1-3年,东莞市熊熊快跑电...,东莞,厚街镇,家具大道,"['接受实习/在校生投递', '爬虫经验', 'Python']",[]
Python,本科,5-10年,华星联,东莞,,,"['Python', '广告算法', '网络爬虫']",[]
python高级工程师,大专,5-10年,松智达机器人,东莞,大朗镇,松山湖,"['Python', '其他', 'Docker', '其他', '架构设计经验', 'Linux开发/部署经验']",[]
技术经理（Python 工程师）,本科,3-5年,阅得信息,东莞,东城街道,东宝路,"['Python', 'Flask', 'Docker', 'PostgreSQL']","['零食下午茶', '保底工资', '年终奖', '团建聚餐', '带薪年假', '工龄奖', '员工旅游', '绩效奖金', '生日福利']"
Python,本科,3-5年,微控网络,东莞,南城街道,南城,"['PHP', 'Linux', 'MySQL', '数据库开发', 'Python', '移动端', 'PC端', '后端开发']",[]
python高级开发工程师,本科,3-5年,国正科技,东莞,寮步镇,城市学院,"['大模型算法', '强化学习', '机器学习', '自然语言处理算法', 'C/C++', 'Python', '算法工程化经验']","['宿舍有空调', '餐补', '包住', '节日福利', '生日福利', '夜班补助', '加班补助', '员工旅游', '住房补贴', '有无线网', '年终奖', '带薪年假', '零食下午茶', '五险一金', '定期体检', '交通补助']"
零售系统Python开发运维,本科,3-5年,星门咨询,东莞,,,"['Python', 'Oracle', 'MySQL', '运维开发经验', 'Linux开发/部署经验', '云计算经验']",[]
python高级开发工程师,本科,在校/应届,东莞赤兔智能科技,东莞,万江街道,万江,[],[]
软件工程师,大专,3-5年,SMS,东莞,大朗镇,松山湖,['软件工程师'],"['带薪年假', '全勤奖', '节日福利', '零食下午茶']"
高级开发工程师（Python）,本科,3-5年,红杉学院,东莞,大朗镇,水平广场,"['MVC开发', '容器技术', 'Django', 'GIT', 'Redis', '数据结构', '高级软件工程师', 'Linux']","['五险一金', '年终奖', '节日福利', '零食下午茶']"
Python爬虫工程师,本科,3-5年,雅物语,东莞,南城街道,南城,['网络爬虫技术'],"['餐补', '住房补贴', '五险一金', '加班补助', '年终奖', '员工旅游']"
课程研发工程师,大专,1-3年,东莞市河狸科技,东莞,南城街道,体育路,"['教研', '课程运营', 'python', '嵌入式']","['团建聚餐', '年终奖', '保底工资', '绩效奖金', '五险一金', '底薪加提成', '带薪年假', '零食下午茶', '员工旅游', '有无线网', '全勤奖', '节日福利']"
H66529岗java--东莞,本科,3-5年,武汉佰钧成技术,东莞,大朗镇,松山湖,"['Java', 'Spring', 'MySQL']","['节日福利', '带薪年假', '定期体检', '补充医疗保险', '五险一金']"
服务端开发工程师,本科,5-10年,海致星图,东莞,大朗镇,松山湖,"['Java', 'Spring', 'SpringCloud', '其他', 'MySQL', 'Redis', 'Spark', 'Hadoop', '其他', '大数据经验', '银行项目']","['年终奖', '定期体检', '节假日加班费', '股票期权', '通讯补贴', '团建聚餐', '带薪年假', '员工旅游', '五险一金', '午休时间', '零食下午茶', '加班补助', '交通补助', '节日福利', '奋斗奖', '法定节假日三薪', '绩效奖金']"
Java/C/C++/Python/PHP/GO/JS,本科,经验不限,华为,东莞,大朗镇,水平广场,"['Java', 'PHP', 'C/C++', 'Python', '.NET', '计算机相关专业', '后端开发经验', '前端开发经验', '全栈项目经验', '大数据处理开发经验']","['企业年金', '节日福利', '年终奖', '意外险', '绩效奖金', '交通补助', '团建聚餐', '员工旅游', '法定节假日三薪', '补充医疗保险', '夜班补助', '保底工资', '零食下午茶', '加班补助', '股票期权', '节假日加班费', '五险一金', '带薪年假', '定期体检', '免费班车']"
AI应用开发工程师,本科,3-5年,盟大集团,东莞,南城街道,白马,"['Golang', 'Java', 'Hibernate', 'PostgreSQL', 'MySQL', 'PHP']","['健康假', '意外险', '交通补助', '生日福利', '节日福利', '有无线网', '五险一金', '带薪年假', '零食下午茶', '心情假', '定期体检', '年终奖']"
嵌入式软件工程师,大专,1-3年,朝歌科技,东莞,大朗镇,松山湖,"['网络编程', 'Socket技术', '架构师', '嵌入式技术', 'Linux', '软件工程师', 'C语言', 'python']","['团建聚餐', '餐补', '五险一金', '定期体检', '股票期权', '带薪年假', '意外险', '员工旅游']"
java/python/go/js开发工程师(前端/后端),本科,经验不限,华为,东莞,大朗镇,松山湖,"['Shell', '多进程', '多线程', '软件工程师', 'WEB开发', 'SpringBoot', 'Linux', 'Redis']","['绩效奖金', '带薪年假', '意外险', '法定节假日三薪', '股票期权', '企业年金', '五险一金', '保底工资', '免费班车', '交通补助', '定期体检', '夜班补助', '团建聚餐', '零食下午茶', '员工旅游', '补充医疗保险', '节日福利', '年终奖', '节假日加班费', '加班补助']"
430少儿编程兼职老师,大专,1-3年,创客行教育,东莞,黄江镇,梅塘田心,"['python', '少儿编程', 'scratch', '兼职老师']","['交通补助', '住房补贴', '补充医疗保险', '带薪年假', '通讯补贴', '员工旅游', '餐补']"
JAVA工程师（华为项目）,本科,3-5年,赛意信息,东莞,大朗镇,水平广场,"['Java', 'SpringCloud', 'MySQL', 'MyBatis', 'Redis', 'Spring']","['节日福利', '带薪年假', '通讯补贴', '补充医疗保险', '零食下午茶', '定期体检', '五险一金', '项目补贴']"
软件开发工程师（OD）,本科,经验不限,华为,东莞,大朗镇,松山湖,"['C++', 'Java', 'Python', 'Golang']","['企业年金', '意外险', '绩效奖金', '夜班补助', '股票期权', '节假日加班费', '交通补助', '五险一金', '团建聚餐', '加班补助', '员工旅游', '带薪年假', '定期体检', '节日福利', '免费班车', '补充医疗保险', '零食下午茶', '法定节假日三薪', '年终奖', '保底工资']"
python高级开发工程师,本科,3-5年,东阳光,东莞,长安镇,长安镇区,"['云计算经验', 'Python']","['员工旅游', '五险一金', '年终奖', '住房补贴', '全勤奖', '加班补助', '带薪年假', '定期体检', '通讯补贴']"
