职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
"C++,python教师",学历不限,经验不限,昕睿智能科技,连云港,海州区,苍梧路,"['Python', 'C语言']","['五险一金', '加班补助', '年终奖']"
少儿编程培训老师,大专,经验不限,连云港快码佳编信...,连云港,海州区,巨龙路,"['编程培训', 'c++', 'python', '算法竞赛']",[]
python工程师,本科,3-5年,连云港星元智联信...,连云港,海州区,苍梧路,"['Python', 'Java', 'Django', 'Flask', 'Numpy', 'Pandas', 'PyTorch', 'MySQL', 'MongoDB', 'Spark', '机器学习经验', '量化交易开发经验']","['交通补助', '五险一金']"
python编程老师,大专,1-3年,小龙人教育,连云港,海州区,南极路,"['Python', 'C/C++', '计算机相关专业', '数学/统计相关专业', '爬虫经验']","['员工旅游', '通讯补贴', '带薪年假', '年终奖', '五险一金', '节日福利', '加班补助']"
编程老师,大专,1-3年,艾贝儿,连云港,赣榆区,文化路,"['C++', '机器人', 'C语言', '汇编语言', '计算机软件', '人工智能', '小程序', 'Python']","['五险一金', '补充医疗保险', '定期体检']"
python全栈开发工程师,大专,3-5年,江苏宁源智能科技,连云港,海州区,苍梧路,"['Python', 'Django', 'MySQL', '团队管理经验', '项目提成']",[]
python老师,大专,1年以内,伏羲教育,连云港,海州区,南极路,['Python'],[]
软件开发工程师,大专,1-3年,荣度,连云港,海州区,通灌路,"['不接受居家办公', 'Java', 'Spring', 'MySQL']",[]
少儿编程教学主管,本科,3-5年,江苏森菓森途教育科技,连云港,海州区,巨龙路,"['编程', '机器人']","['绩效奖金', '加班补助', '交通补助', '团建聚餐', '全勤奖', '生日福利', '底薪加提成']"
区域销售经理,大专,1-3年,连云港佑民医药,连云港,海州区,通灌路,"['大数据处理经验', '团队管理经验', '不接受居家办公']",[]
Python老师,本科,1-3年,灌南县贝塔木科技...,连云港,灌南县,人民桥东,"['Python', 'C++', 'Spark']","['有无线网', '免费工装', '年终奖', '员工旅游', '底薪加提成', '工龄奖', '全勤奖', '保底工资', '团建聚餐', '绩效奖金']"
中小学进校实习兼职助教编程python和C/C++,中专/中技,经验不限,玛雅网络文化传播...,连云港,海州区,苍梧路,[],"['节日福利', '员工旅游', '零食下午茶', '年终奖', '股票期权']"
乐高编程老师,学历不限,经验不限,赣榆区青口镇奇咔...,连云港,赣榆区,环城南路,"['Python', '机器学习经验']","['补充医疗保险', '全勤奖', '员工旅游', '通讯补贴', '节日福利']"
人工智能讲师,本科,经验不限,秣马咨询,连云港,海州区,通灌路,"['公立学校', '深度学习', '线下教育', '师范类院校', '中职教师资格证', '神经网络']",[]
少儿编程教师,大专,经验不限,乐睿教育,连云港,赣榆区,金陵国际广场,['编程教师'],"['全勤奖', '五险一金', '年终奖', '节日福利', '员工旅游', '零食下午茶']"
算法工程师,硕士,1-3年,清冠科技,连云港,海州区,苍梧路,"['机器学习', '图像算法', '运筹优化算法', '大模型算法', '自然语言处理算法', '多模态算法', '大数据处理框架(Spark/Hadoop/Hive)', '风控算法']",[]
少儿编程老师,本科,经验不限,连云港九尾智狐科技,连云港,赣榆区,文化路,[],[]
数据分析师,本科,3-5年,飞鸟科技,连云港,海州区,通灌路,"['数学/统计相关专业', '数据分析/挖掘经验', '金融行业数据相关经验']",[]
计算机老师,本科,经验不限,星火少儿英语培训中心,连云港,海州区,朝阳路,"['班主任', '教育咨询师', '计算机老师、编程老师']","['年终奖', '全勤奖', '带薪年假', '员工旅游', '定期体检', '五险一金']"
python高级开发工程师,本科,5-10年,金豆科技,连云港,,,"['Golang', 'Java', '团队管理经验', 'PyTorch', '机器学习经验', 'Pandas', 'MySQL', 'MongoDB', '架构设计经验', 'Spark', 'Numpy', 'Python']",[]
深度学习,大专,,赣榆区沐槿嵘信息...,连云港,赣榆区,和安湖湿地公园,"['强化学习', '数据挖掘', '多模态算法', '搜索算法', '大数据处理工具(Spark/Hadoop/Hive)']",[]
it工程师,本科,3-5年,天眼医药,连云港,赣榆区,文化路,"['网络运维', '系统运维', '计算机相关专业']","['生日福利', '宿舍有空调', '带薪年假', '定期体检', '夜班补助', '意外险', '加班补助', '保底工资', '绩效奖金', '工龄奖', '全勤奖']"
少儿编程老师,大专,1年以内,青少年科技教育协会,连云港,海州区,朝阳路,[],"['党员福利', '带薪年假', '季度团建', '生日会', '五险', '年底优秀员工']"
软件开发（java、python、前端等）可零基础,本科,经验不限,杭州华为企业通信技术,连云港,东海县,海陵东路,"['Java', 'C', 'C++', 'Python', 'C#', '不接受居家办公']","['年终奖', '零食下午茶', '团建聚餐', '夜班补助', '带薪年假', '法定节假日三薪', '补充医疗保险', '定期体检', '节日福利', '五险一金', '保底工资', '节假日加班费', '底薪加提成', '绩效奖金', '员工旅游', '加班补助', '意外险', '股票期权']"
大模型算法工程师,本科,1-3年,宜通世纪,连云港,海州区,万润街,"['深度学习', '机器学习', '大模型算法', '自然语言处理算法', '模型加速/性能优化', '算法工程化经验', '大模型', '数据中台', '资深软件开发工程师']",[]
高级后端开发,大专,3-5年,连云港知乐物联网科技,连云港,连云区,墟沟,"['Java', '不接受居家办公', '团队管理经验', 'MySQL', 'Spring', '会前端优先']","['节假日加班费', '加班补助', '团建聚餐', '绩效奖金']"
服务器运维工程师,本科,3-5年,江苏萨吉科技有限公司,连云港,连云区,墟沟,[],[]
招聘专员/主管,本科,经验不限,小拉科技,连云港,海州区,苍梧路,[],"['节日福利', '五险一金', '加班补助', '带薪年假', '年终奖']"
高级软件开发工程师,本科,1-3年,连云港仪光文化传媒,连云港,海州区,朝阳路,"['Java', 'C++', '全栈开发', 'C', '搜索/推荐/广告经验', '架构设计经验', '接受居家办公']",[]
AI大模型工程师,本科,3-5年,道众能源科技,连云港,海州区,连云港高新区,"['AI', 'Pytorch']","['全勤奖', '住房补贴', '节日福利', '免费班车', '意外险', '带薪年假', '餐补', '年终奖', '加班补助', '五险一金', '定期体检', '补充医疗保险']"
平台技术管理,本科,1-3年,精至诚,连云港,海州区,通灌路,"['计算机相关专业', '大数据运维经验', '网络安全相关经验']","['团建聚餐', '工龄奖', '生日福利', '五险一金', '员工旅游', '加班补助', '带薪年假', '保底工资', '节日福利', '绩效奖金', '工作绩效奖励', '年终奖', '底薪加提成', '住房补贴', '节假日加班费']"
数据运营,本科,5-10年,天马集团,连云港,海州区,万润街,"['业务数据分析', '业务模式/运营策略优化', '投放数据分析', '营销活动效果分析', '竞品分析', '数据分析/商业分析经验', 'SQL', '统计/数学相关专业']","['工龄奖', '电脑补贴', '免费工装', '餐补', '零食下午茶', '全勤奖', '生日福利', '绩效奖金', '节日福利', '团建聚餐', '内购福利', '员工旅游', '带薪年假', '五险一金']"
餐饮收银员,初中及以下,1-3年,灌南县大灌园饭店,连云港,灌南县,人民桥西,['Java'],"['免费工装', '底薪加提成', '包吃', '团建聚餐', '保底工资', '意外险', '绩效奖金']"
高薪诚聘少儿编程老师,大专,1年以内,雪高益智培训服务...,连云港,海州区,盐河路,"['教师', '教研', '线下授课', '集体授课']",[]
工控上位机开发,大专,经验不限,江苏亿标科技有限公司,连云港,赣榆区,环城南路,"['C#', 'C/C++', 'Java', '计算机相关专业']","['保底工资', '带薪年假', '节日福利', '绩效奖金', '通讯补贴', '年终奖', '包吃', '五险一金', '工龄奖']"
开发工程师,大专,1-3年,欧美斯集团,连云港,,,['计算机/软件工程相关经验'],"['五险一金', '加班补助', '年终奖', '通讯补贴', '节日福利', '全勤奖', '员工旅游', '带薪年假', '餐补', '定期体检']"
大数据经理,本科,5-10年,镔鑫钢铁集团,连云港,,,"['Python', 'Power BI', 'Java', '制造业钢铁行业优先', '数据建模', '数据治理']","['节日福利', '有无线网', '绩效奖金', '宿舍有空调', '工龄奖', '免费工装', '五险一金']"
前端开发工程师,本科,1年以内,江苏虹绫软件有限公司,连云港,灌云县,胜利西路,"['JavaScript', 'C/C++', 'Java', '计算机/软件工程相关专业', '前端开发经验', '技术博客/开源项目有所贡献']","['全勤奖', '底薪加提成', '年终奖', '工龄奖', '绩效奖金', '加班补助', '五险一金', '定期体检', '节假日加班费', '补充医疗保险', '意外险']"
双休编程老师,大专,1-3年,蓝小兔艺术培训,连云港,东海县,海陵东路,"['私立学校', '线下教育', '坐班', '小班教学（3-25人）', '学前儿童/小学生', '特长兴趣类', '人工智能类', '普通话发音标准', '大型教育机构经验']","['五险一金', '带薪年假', '全勤奖', '加班补助', '年终奖', '节日福利']"
编程老师,本科,1-3年,连云港奇咔咔教育科技,连云港,海州区,朝阳路,"['全职工作', '线下教学', '研发教学资料', '日常教学', '辅导答疑', '计算机相关专业', '销售经验']",[]
IT工程师,本科,3-5年,恒瑞医药,连云港,,,"['企业内部IT技术支持', 'MySQL/Oracle', 'Python']","['五险一金', '年终奖', '交通补助', '定期体检', '节日福利', '住房补贴']"
图像算法,本科,在校/应届,旭莱半导体,连云港,,,"['深度学习', '机器学习', '大模型算法', '目标检测', '多模态算法', '图像生成', 'C/C++', 'Python', '图像处理库（OpenCV等）']","['包吃', '生日福利', '免费工装', '夜班补助', '加班补助', '餐补', '团建聚餐', '保底工资', '全勤奖', '年终奖']"
高级研发工程师,本科,3-5年,蝶亿物联,连云港,,,"['C++', '射频开发', '电控工程师', '电磁工程师', '电路设计', 'IC设计/应用工程师']","['五险一金', '全勤奖', '餐补', '团建聚餐', '夜班补助', '员工旅游', '加班补助', '免费工装', '节日福利', '工龄奖', '带薪年假', '节假日加班费', '有无线网', '绩效奖金', '底薪加提成', '通讯补贴', '年终奖', '生日福利']"
自动化控制工程师,本科,3-5年,天邦科技,连云港,,,"['C/C++', 'Python', 'C#', '自动化开发经验', '电子电气/自动化相关专业']","['加班补助', '员工旅游', '全勤奖', '年终奖', '五险一金', '通讯补贴', '包吃']"
运维工程师,大专,经验不限,江苏鸿焕数字科技,连云港,海州区,花果山,"['系统运维', '运维开发经验', '计算机相关专业']",[]
ai技术负责人,硕士,5-10年,某大型人力资源服务公司,连云港,,,"['互联网/AI', '工业ai落地的经验', '数据分析经验', '管理能力', '规划和方案能力']",[]
ros工程师,本科,3-5年,仓潮智绘科技,连云港,连云区,墟沟,"['C/C++', '机器学习', '多模态算法', '融合感知算法', 'SLAM算法', 'Python']","['绩效奖金', '有无线网', '带薪年假', '免费工装', '零食下午茶', '节日福利', '年终奖', '补充医疗保险', '五险一金', '团建聚餐', '生日福利']"
数据统计员,本科,经验不限,连云港新奥集团,连云港,连云区,火车站,[],"['加班补助', '通讯补贴', '定期体检', '补充医疗保险', '包吃', '五险一金', '节日福利', '年终奖', '带薪年假']"
等保测评师,本科,经验不限,江苏网擎,连云港,海州区,万润街,[],"['员工旅游', '带薪年假', '年终奖', '节日福利', '定期体检', '生日福利', '五险', '零食下午茶', '免费工装', '团建聚餐']"
运维开发工程师,本科,1-3年,天域科技,连云港,连云区,墟沟,"['Java', 'Python/Shell', 'Golang', '计算机相关专业', '运维开发经验', '大数据运维经验']",[]
linux高级开发工程师,本科,1-3年,拓和电子,连云港,海州区,通灌路,['操作系统工程师'],"['加班补助', '年终奖', '出差补助', '五险一金']"
Java,本科,1-3年,上海艾舜杰,连云港,连云区,,"['C/C++', 'Java', '数据库']","['年终奖', '带薪年假', '定期体检', '节日福利', '通讯补贴', '五险一金', '住房补贴']"
教师,大专,1年以内,连云港矢量思维软...,连云港,,,"['线下教育', '不坐班', '小班教学（3-25人）', '学前儿童/小学生', '理工科教育背景', '全职兼职均可', '教师', '全职兼职均可', '助教', '线下授课']",[]
web前端高级工程师,大专,3-5年,好伙伴,连云港,,,"['CSS', 'JavaScript', 'HTML5', '计算机/软件工程相关专业', '前端开发经验']","['五险一金', '补充医疗保险', '定期体检']"
文员,本科,5-10年,江苏睦王,连云港,连云区,连云港经开区,['大数据处理经验'],[]
少儿编程教师（东海校区）,大专,经验不限,昕睿智能科技,连云港,海州区,苍梧路,['编程 前端 教师 培训'],"['加班补助', '年终奖', '五险一金']"
少儿编程老师,本科,经验不限,连云港快码佳编信...,连云港,海州区,巨龙路,"['编程', '培训机构', '老师', 'scratch']",[]
ai人工智能开发工程师,本科,5-10年,金豆科技,连云港,,,"['Java', '团队管理经验', 'PyTorch', 'Django', 'MySQL', '架构设计经验', 'Python']",[]
软件工程师,本科,经验不限,连云港九尾智狐科技,连云港,赣榆区,文化路,[],[]
少儿机器人编程老师,学历不限,经验不限,赣榆区青口镇奇咔...,连云港,赣榆区,环城南路,"['线下教育', '坐班', '小班教学（3-25人）', '学前儿童/小学生', '熟练掌握计算机语言', '销售经验', '全职']","['通讯补贴', '节日福利', '员工旅游', '补充医疗保险', '全勤奖']"
数据经理,本科,1-3年,欧美斯集团,连云港,,,"['非外包类', '要求数据开发经验', '数据仓库开发经验', 'BI报表开发经验', 'ETL开发经验', 'SQL', 'MySQL/SQL Server']","['通讯补贴', '定期体检', '年终奖', '全勤奖', '五险一金', '带薪年假', '节日福利', '加班补助', '员工旅游', '餐补']"
电气工程师,本科,1-3年,天邦科技,连云港,,,"['C++', '电控工程师', 'CAD', 'PLC工程师', 'SolidWorks', '仪器仪表工程师']","['年终奖', '五险一金', '包吃', '员工旅游', '全勤奖', '加班补助', '通讯补贴']"
编程老师,大专,1-3年,星火少儿英语培训中心,连云港,海州区,朝阳路,"['教师', '机器人', '乐高']","['定期体检', '全勤奖', '五险一金', '员工旅游', '年终奖', '带薪年假']"
IT工程师,本科,3-5年,天眼医药,连云港,,,"['网络运维', '系统运维', '计算机相关专业', '运维经验', '运维开发经验', '网络安全相关经验', '大数据运维经验']","['全勤奖', '意外险', '定期体检', '夜班补助', '带薪年假', '工龄奖', '保底工资', '绩效奖金', '生日福利', '宿舍有空调', '加班补助']"
IT技术开发主管/经理,本科,3-5年,江苏省镔鑫钢铁,连云港,,,"['C#', 'Python', '微服务架构', '后端开发', '系统架构师', '计算机专业', '团队管理经验']",[]
技术支持专员,本科,1-3年,蝶亿物联,连云港,海州区,花果山,"['售前技术支持经验', '计算机/通信相关专业', '机械/电子工程相关专业', '物联网', '可适应出差', '嵌入式研发', '单片机']","['节假日加班费', '绩效奖金', '五险一金', '工龄奖', '带薪年假', '团建聚餐', '节日福利', '餐补', '夜班补助', '底薪加提成', '有无线网', '全勤奖', '生日福利', '通讯补贴', '免费工装', '员工旅游', '加班补助', '年终奖']"
少儿编程老师（赣榆校区）,大专,经验不限,昕睿智能科技,连云港,赣榆区,金陵国际广场,['软件，程序，电子信息'],"['五险一金', '加班补助', '年终奖']"
少儿编程老师,本科,经验不限,连云港九尾智狐科技,连云港,赣榆区,文化路,[],[]
少儿编程老师,本科,经验不限,昕睿智能科技,连云港,海州区,苍梧路,"['信息学', '教师资格证', '教师', '软件工程', '信息工程', '电子信息工程']","['五险一金', '加班补助', '年终奖']"
python Java vue小程序安卓app软件开发兼职,大专,经验不限,南京万迅,南京,建邺区,奥体,"['Java', 'Python', 'Spring', 'MySQL']",[]
python,本科,3-5年,湖北特为,南京,雨花台区,安德门,"['Python', 'Flask', 'MySQL']",[]
python开发工程师,本科,3-5年,国投智能（南京）,南京,雨花台区,安德门,"['Python', 'Django', 'Scrapy', 'Elasticsearch', 'Nginx', 'Pandas', 'Redis', 'PostgreSQL', 'Linux开发/部署经验', '分布式经验']","['带薪年假', '五险一金', '定期体检', '绩效奖金', '国企子公司', '通讯补贴', '年终奖', '餐补', '加班补助', '节日福利']"
python 开发工程师,本科,1-3年,UTC优泰科技,南京,建邺区,江东,"['Python', 'Pandas', 'TensorFlow', 'Numpy', 'MySQL', 'MongoDB', '爬虫经验']",[]
C\C++\JAVA\python\ （全国多城市可安排）,本科,经验不限,华为终端有限公司,南京,雨花台区,安德门,"['Golang', 'Java', 'C++', 'C', 'Python']","['住房补贴', '生日福利', '股票期权', '五险一金', '意外险', '交通补助', '免费班车', '节假日加班费', '节日福利', '带薪年假', '加班补助', '年终奖', '定期体检', '零食下午茶', '补充医疗保险', '通讯补贴']"
Python-国睿,本科,3-5年,雀翼科技,南京,江宁区,百家湖,"['Django', 'Pandas', 'MySQL', 'Numpy', 'Python', 'Flask']","['加班补助', '零食下午茶', '餐补', '节日福利', '带薪年假', '五险一金']"
Python开发工程师 国企稳定 团队氛围好,本科,1-3年,某大型保险公司（江苏）,南京,,,"['Python', 'Pandas', 'Django', 'Flask', 'MySQL', 'Linux开发/部署经验', '国企稳定 氛围好']","['绩效奖金', '底薪加提成', '节假日加班费', '补充医疗保险', '五险一金', '全勤奖', '带薪年假', '团建聚餐', '年终奖', '夜班补助', '法定节假日三薪', '企业年金', '工龄奖', '保底工资', '定期体检', '零食下午茶', '意外险', '员工旅游', '加班补助', '餐补']"
国企正编 python开发,本科,1-3年,某知名互联网金融上市公司,南京,,,"['Java', 'SpringCloud', 'Spring', 'MyBatis', 'MySQL', 'Oracle', '团队管理经验', '分布式经验']","['定期体检', '有无线网', '企业年金', '生日福利', '五险一金', '工龄奖', '绩效奖金', '节日福利', '意外险', '零食下午茶', '交通补助', '员工旅游', '保底工资', '团建聚餐', '底薪加提成', '年终奖', '周末双休', '补充医疗保险', '带薪年假', '全勤奖']"
Python开发工程师（急招、线上面试）,本科,3-5年,上海思芮,南京,雨花台区,安德门,"['Python', 'Docker', 'Flask', 'Django', 'MySQL']","['补充医疗保险', '五险一金']"
Python现场面试（3-5年）,大专,3-5年,博锐星润,南京,鼓楼区,山西路,['Python'],"['五险一金', '年终奖', '带薪年假', '节日福利']"
Python开发（接受小白 六险一金）,本科,经验不限,某大型互联网公司,南京,,,"['后端', '数据开发', 'Python', 'C/C++', 'Shell', '计算机相关专业', '爬虫经验']","['零食下午茶', '团建聚餐', '交通补助', '节日礼品', '加班补助', '弹性工作制', '带薪年假', '年终奖', '补充医疗保险', '节日福利', '就近租房补贴', '餐补', '年度体检', '绩效奖金', '五险一金', '家庭关爱假', '餐饮及下午茶', '意外险', '住房补贴', '定期体检']"
python（双休）,大专,1-3年,绿和,南京,雨花台区,安德门,"['Metasploit', 'Django', '渗透测试', '网络安全', '源代码审计', 'Python', 'Flask']","['节日福利', '带薪年假', '年终奖', '定期体检', '五险一金', '生日福利', '加班补助', '团建聚餐', '零食下午茶']"
兼职python,学历不限,经验不限,南京迪牧智能科技,南京,雨花台区,铁心桥,"['Python', 'C++', 'C', 'Django', 'Flask', 'PyTorch', 'MySQL', 'Redis', 'PostgreSQL', '爬虫经验', '机器学习经验']","['底薪加提成', '保底工资', '绩效奖金', '定期体检', '意外险', '补充医疗保险', '五险一金']"
python工程师,大专,1-3年,南京捷物,南京,建邺区,江东,"['Java', 'PyTorch', 'PostgreSQL', 'Pandas', 'MySQL', 'MongoDB', 'Numpy', 'Python', 'TensorFlow']","['节日福利', '生日福利', '年终奖', '餐补', '带薪年假', '零食下午茶', '五险一金']"
python深度学习开发工程师,本科,经验不限,华为云计算,南京,雨花台区,小行,"['Python', 'PyTorch', '架构设计经验', '机器学习经验']","['五险一金', '节日福利', '零食下午茶', '夜班补助', '绩效奖金', '补充医疗保险', '定期体检', '加班补助', '节假日加班费', '团建聚餐', '带薪年假', '意外险', '员工旅游', '保底工资', '交通补助', '法定节假日三薪', '生日福利', '住房补贴', '年终奖', '免费班车']"
java，JS，python，C/C++ 软件开发工程师,本科,经验不限,华为,南京,雨花台区,软件大道,"['Java', 'C++', 'C', 'QT', '分布式经验', 'PostgreSQL', '嵌入式软件经验', 'STL', 'MFC', 'JavaScript', 'MySQL', '架构设计经验', 'Linux开发/部署经验', '鸿蒙系统开发经验', 'Python']","['交通补助', '法定节假日三薪', '团建聚餐', '股票期权', '定期体检', '保底工资', '节假日加班费', '加班补助', '免费班车', '补充医疗保险', '夜班补助', '员工旅游', '年终奖', '带薪年假', '零食下午茶', '企业年金', '节日福利', '绩效奖金', '意外险', '五险一金']"
软件测试 或 开发工程师（Java/Python/C++),本科,1-3年,西安英沃诺克信息技术,南京,雨花台区,安德门,"['Java', 'C', 'C++', 'Spring', 'MySQL', 'Redis']","['生日福利', '零食下午茶', '团建聚餐', '节日福利', '底薪加提成', '法定节假日三薪', '节假日加班费', '全勤奖', '五险一金']"
软件测试（python,本科,1-3年,软通动力,南京,江宁区,东山,"['自动化测试', '功能测试', 'Python']","['免费班车', '带薪年假', '节日福利', '通讯补贴', '交通补助', '加班补助', '生日福利', '零食下午茶', '定期体检', '五险一金', '补充医疗保险', '团建活动']"
Python,大专,3-5年,南京童话镇网络科技,南京,鼓楼区,山西路,"['Scrapy', 'Kafka', 'Python']",['五险一金']
Python-掌握后端开发-fastapi框架_wb6wwas,大专,3-5年,版石控股集团有限公司,南京,江宁区,麒麟镇,"['Python', 'Django', 'Flask', 'MySQL', 'Redis', '微服务经验']","['交通补助', '保底工资', '带薪年假', '工龄奖', '免费班车', '节日福利', '底薪加提成', '年终奖', '有无线网', '生日福利', '五险一金', '绩效奖金', '意外险', '全勤奖', '团建聚餐']"
Python(AI应用研发),本科,3-5年,南京卓力昕,南京,,,"['Python', 'Django', 'MySQL', 'ai应用研发']","['股票期权', '五险一金', '年终奖', '带薪年假', '交通补助', '通讯补贴', '定期体检', '节日福利', '餐补', '加班补助']"
Python,本科,经验不限,福尔摩斯智能科技,南京,江宁区,秣陵,"['Python', '人工智能', '机器人', '智能驾驶']","['包吃', '加班补助', '五险一金', '节日福利', '全勤奖', '通讯补贴', '带薪年假', '年终奖', '股票期权', '交通补助', '员工旅游']"
python实习生,本科,经验不限,北京丝路来华科技开发,南京,浦口区,泰山,"['Python', 'MySQL']",[]
python开发工程师（高薪 双休）,本科,经验不限,华为,南京,雨花台区,南京南站,"['Python', '团队管理经验', '架构设计经验', '分布式经验']","['加班补助', '免费班车', '员工旅游', '带薪年假', '交通补助', '团建聚餐', '五险一金', '保底工资', '股票期权', '补充医疗保险', '意外险', '节日福利', '年终奖', '夜班补助', '企业年金', '节假日加班费', '定期体检', '法定节假日三薪', '零食下午茶', '绩效奖金']"
Python开发&算法工程师,大专,1-3年,思通数科,南京,秦淮区,长白街,"['接受实习/在校生投递', 'Elasticsearch', 'Docker', 'Django', 'MySQL', 'Kafka', 'Redis', 'MongoDB', 'Python']",['五险一金']
python开发工程师,本科,1-3年,华通科技,南京,雨花台区,宁南,"['Python', 'MySQL', '其他', '爬虫经验', 'shell', 'jenkins', 'devops', 'docker', 'git']","['节日福利', '免费班车', '餐补', '带薪年假', '五险一金', '交通补助']"
python工程师（线上兼职，全栈最佳）,大专,经验不限,带新娱乐,南京,江宁区,南京南站,"['Python', 'Flask', 'MySQL']","['节日福利', '保底工资', '带薪年假', '五险一金', '员工旅游', '全勤奖', '年终奖', '零食下午茶', '底薪加提成', '团建聚餐', '绩效奖金', '定期体检', '有无线网']"
Python机器学习/深度学习开发技术员,本科,在校/应届,南京腾思网络科技,南京,浦口区,江浦,"['Python', 'Numpy', 'Pandas', 'PyTorch', 'TensorFlow', '其他', 'MySQL', '其他', '机器学习经验']","['节日福利', '高温补贴', '有无线网', '餐补', '五险一金', '零食下午茶', '底薪加提成', '定期体检', '绩效奖金']"
Python,本科,3-5年,鑫燃科技,南京,,,"['python', 'Linux开发/部署经验', 'Python']","['夜班补助', '加班补助', '年终奖', '五险一金']"
python开发（福利好，加班双倍，线上面试）,本科,1-3年,拓维云创,南京,雨花台区,安德门,"['C++', 'Scrapy', '分布式经验', '微服务经验', 'Django', '云计算经验', 'Spark']","['零食下午茶', '带薪年假', '员工旅游', '节日福利', '定期体检', '团建聚餐', '五险一金']"
后端开发Python为主,本科,经验不限,小冻梨智能,南京,江宁区,百家湖,"['Docker', 'Django', 'PostgreSQL', 'MySQL', 'Python', 'Flask']","['保底工资', '绩效奖金', '团建聚餐', '带薪年假', '底薪加提成', '五险一金', '年终奖', '节假日加班费', '零食下午茶', '生日福利', '节日福利', '员工旅游']"
java/C++/C/python/go/JS 开发/测试/大数据,本科,经验不限,西安华为技术有限公司,南京,雨花台区,安德门,"['C++', 'Java', 'JVM', 'Nginx', 'Spring', 'Spark', 'MySQL', '分布式经验', '云计算经验']","['交通补助', '餐补', '全勤奖', '包吃', '零食下午茶', '团建聚餐', '加班补助', '五险一金', '绩效奖金', '定期体检', '年终奖']"
Python,本科,经验不限,某知名互联网上市公司,南京,,,['Python'],"['补充医疗保险', '员工旅游', '定期体检', '住房补贴', '零食下午茶', '年终奖', '交通补助', '带薪年假', '节日福利', '通讯补贴', '五险一金']"
Python,本科,3-5年,南京玻尔兹曼信息科技,南京,浦口区,江浦,"['爬虫经验', '微服务经验', 'Django', 'MySQL', 'Redis', 'MongoDB', '架构设计经验', 'Numpy', 'Python', 'Flask']","['股票期权', '五险一金', '夜班补助', '绩效奖金', '年终奖', '加班补助']"
python数据开发工程师,学历不限,3-5年,落尘文学,南京,雨花台区,安德门,"['flink', 'Pvthon', '爬虫经验', 'Scala', '大数据处理', '其他', 'Python']","['零食下午茶', '节日福利', '年终奖', '员工旅游', '全勤奖', '定期体检', '五险一金']"
理工科！python编程老师双休六险一金长期班,本科,经验不限,核桃编程,南京,,,['Python'],"['补充医疗保险', '交通补助', '包吃', '五险一金', '零食下午茶', '餐补']"
python研发工程师,本科,3-5年,边缘智能研究院,南京,鼓楼区,挹江门,"['机器学习工程经验', '网络爬虫技术', '数据开发', 'NoSQL', '机器学习/算法工程', '负载均衡技术', '服务器配置', 'MySQL', '多线程', '多进程', 'MongoDB', 'Python']","['包吃', '定期体检', '带薪年假', '加班补助', '节日福利', '五险一金']"
Python,本科,3-5年,慧诺科技,南京,雨花台区,铁心桥,"['Python', 'Java', 'Docker', 'MySQL', 'Redis', 'Oracle', 'Linux开发/部署经验', '分布式经验', '爬虫经验']","['交通补助', '通讯补贴', '节日福利', '生日福利', '五险一金', '绩效奖金', '员工旅游', '带薪年假', '意外险', '年终奖', '团建聚餐', '股票期权', '餐补']"
python爬虫,大专,经验不限,南京爱辉文化传媒...,南京,玄武区,丹凤街,"['Python', 'Selenium', 'MySQL', '爬虫经验']","['节日福利', '五险一金', '零食下午茶', '绩效奖金', '全勤奖']"
python开发实习生,本科,,北京天润融通,南京,雨花台区,安德门,"['Python', 'Django', 'Flask', 'MySQL', 'PostgreSQL']","['年终奖', '通讯补贴', '带薪年假', '团建聚餐', '零食下午茶', '五险一金', '节日福利']"
人工智能Python,本科,3-5年,深圳微蚂蚁,南京,鼓楼区,山西路,"['Django', 'MySQL', '机器学习经验', 'AI', 'Python']","['团建聚餐', '交通补助', '零食下午茶', '生日福利', '五险一金', '餐补', '节日福利']"
java/python/c/c++/c#开发+一线大厂待遇,学历不限,经验不限,某大型国际互联网+人力资源服务上市公司,南京,,,"['Python', 'Java', 'C++', 'C', 'Docker', 'MySQL']","['住房补贴', '定期体检', '带薪年假', '年终奖', '补充医疗保险', '员工旅游', '五险一金', '交通补助', '节日福利', '通讯补贴', '零食下午茶']"
python软件开发,本科,经验不限,南京从一医药科技...,南京,雨花台区,南京南站,['Python'],"['交通补助', '零食下午茶', '带薪年假', '团建聚餐', '餐补', '员工旅游', '通讯补贴', '年终奖', '节日福利', '意外险', '补充医疗保险', '定期体检', '股票期权', '生日福利', '五险一金']"
Python（AI工具）—电力外包+双休,本科,3-5年,润和软件,南京,鼓楼区,华侨路,"['Python', 'Java', 'Django', 'Flask', 'Kubernetes', 'Docker', 'PyTorch', 'MySQL', 'AI 工具 langchain', 'FastGPT、Dify', 'LLMOpS']","['年终奖', '带薪年假', '节日福利', '股票期权', '交通便利', '团建聚餐', '五险一金', '食堂']"
Python技术支持(A249957),本科,经验不限,分叉智能科技,南京,浦口区,江浦,"['Scrapy', 'Django', 'Pandas', 'MySQL', 'Redis', 'Selenium', 'Python']","['节日福利', '团建聚餐', '零食下午茶', '带薪年假', '股票期权', '年终奖', '五险一金']"
Python开发设计师,大专,经验不限,今夜到家健康科技,南京,鼓楼区,中央路,"['Python', 'Java', 'Kafka', 'TensorFlow', 'Redis', '架构设计经验']",[]
